"base","mode","module","version","dep_one","dep_one_version","dep_two","dep_two_version"
"perl:5.38","baseline","Mail::AuthenticationResults::Header::Version","2.20260216","","","",""
"perl:5.38","vary-one","Mail::AuthenticationResults::Header::Version","2.20260216","Scalar::Util","1.70","",""
"perl:5.38","vary-one","Mail::AuthenticationResults::Header::Version","2.20260216","Scalar::Util","0.10","",""
"perl:5.38","vary-one","Mail::AuthenticationResults::Header::Version","2.20260216","base","2.23","",""
"perl:5.38","vary-one","Mail::AuthenticationResults::Header::Version","2.20260216","base","2.0","",""
"perl:5.38","vary-one","Mail::AuthenticationResults::Header::Version","2.20260216","Clone","0.50","",""
"perl:5.38","vary-one","Mail::AuthenticationResults::Header::Version","2.20260216","Clone","0.06","",""
"perl:5.38","vary-two","Mail::AuthenticationResults::Header::Version","2.20260216","Scalar::Util","1.70","base","2.23"
"perl:5.38","vary-two","Mail::AuthenticationResults::Header::Version","2.20260216","Scalar::Util","1.70","base","2.0"
"perl:5.38","vary-two","Mail::AuthenticationResults::Header::Version","2.20260216","Scalar::Util","0.10","base","2.23"
"perl:5.38","vary-two","Mail::AuthenticationResults::Header::Version","2.20260216","Scalar::Util","0.10","base","2.0"
"perl:5.38","vary-two","Mail::AuthenticationResults::Header::Version","2.20260216","Clone","0.50","Scalar::Util","1.70"
"perl:5.38","vary-two","Mail::AuthenticationResults::Header::Version","2.20260216","Clone","0.06","Scalar::Util","1.70"
"perl:5.38","vary-two","Mail::AuthenticationResults::Header::Version","2.20260216","Clone","0.50","Scalar::Util","0.10"
"perl:5.38","vary-two","Mail::AuthenticationResults::Header::Version","2.20260216","Clone","0.06","Scalar::Util","0.10"
"perl:5.38","vary-two","Mail::AuthenticationResults::Header::Version","2.20260216","Clone","0.50","base","2.23"
"perl:5.38","vary-two","Mail::AuthenticationResults::Header::Version","2.20260216","Clone","0.06","base","2.23"
"perl:5.38","vary-two","Mail::AuthenticationResults::Header::Version","2.20260216","Clone","0.50","base","2.0"
"perl:5.38","vary-two","Mail::AuthenticationResults::Header::Version","2.20260216","Clone","0.06","base","2.0"
"perl:5.38","baseline","Protocol::HTTP2::Frame::Rst_stream","1.13","","","",""
"perl:5.38","vary-one","Protocol::HTTP2::Frame::Rst_stream","1.13","Module::Build::Tiny","0.053","",""
"perl:5.38","vary-one","Protocol::HTTP2::Frame::Rst_stream","1.13","Module::Build::Tiny","0.006","",""
"perl:5.38","vary-one","Protocol::HTTP2::Frame::Rst_stream","1.13","MIME::Base64","3.16","",""
"perl:5.38","vary-one","Protocol::HTTP2::Frame::Rst_stream","1.13","MIME::Base64","2.00","",""
"perl:5.38","vary-one","Protocol::HTTP2::Frame::Rst_stream","1.13","Scalar::Util","1.70","",""
"perl:5.38","vary-one","Protocol::HTTP2::Frame::Rst_stream","1.13","Scalar::Util","0.10","",""
"perl:5.38","vary-two","Protocol::HTTP2::Frame::Rst_stream","1.13","MIME::Base64","3.16","Module::Build::Tiny","0.053"
"perl:5.38","vary-two","Protocol::HTTP2::Frame::Rst_stream","1.13","MIME::Base64","2.00","Module::Build::Tiny","0.053"
"perl:5.38","vary-two","Protocol::HTTP2::Frame::Rst_stream","1.13","MIME::Base64","3.16","Module::Build::Tiny","0.006"
"perl:5.38","vary-two","Protocol::HTTP2::Frame::Rst_stream","1.13","MIME::Base64","2.00","Module::Build::Tiny","0.006"
"perl:5.38","vary-two","Protocol::HTTP2::Frame::Rst_stream","1.13","Module::Build::Tiny","0.053","Scalar::Util","1.70"
"perl:5.38","vary-two","Protocol::HTTP2::Frame::Rst_stream","1.13","Module::Build::Tiny","0.053","Scalar::Util","0.10"
"perl:5.38","vary-two","Protocol::HTTP2::Frame::Rst_stream","1.13","Module::Build::Tiny","0.006","Scalar::Util","1.70"
"perl:5.38","vary-two","Protocol::HTTP2::Frame::Rst_stream","1.13","Module::Build::Tiny","0.006","Scalar::Util","0.10"
"perl:5.38","vary-two","Protocol::HTTP2::Frame::Rst_stream","1.13","MIME::Base64","3.16","Scalar::Util","1.70"
"perl:5.38","vary-two","Protocol::HTTP2::Frame::Rst_stream","1.13","MIME::Base64","3.16","Scalar::Util","0.10"
"perl:5.38","vary-two","Protocol::HTTP2::Frame::Rst_stream","1.13","MIME::Base64","2.00","Scalar::Util","1.70"
"perl:5.38","vary-two","Protocol::HTTP2::Frame::Rst_stream","1.13","MIME::Base64","2.00","Scalar::Util","0.10"
"perl:5.38","baseline","Crypt::Keys::Buffer","0.06","","","",""
"perl:5.38","baseline","DBIO::ResultSource::RowParser","0.900002","","","",""
"perl:5.38","vary-one","DBIO::ResultSource::RowParser","0.900002","namespace::clean","0.27","",""
"perl:5.38","vary-one","DBIO::ResultSource::RowParser","0.900002","namespace::clean","0.01","",""
"perl:5.38","vary-one","DBIO::ResultSource::RowParser","0.900002","Lingua::EN::Inflect::Phrase","0.20","",""
"perl:5.38","vary-one","DBIO::ResultSource::RowParser","0.900002","Lingua::EN::Inflect::Phrase","0.01","",""
"perl:5.38","vary-one","DBIO::ResultSource::RowParser","0.900002","Sub::Util","1.70","",""
"perl:5.38","vary-one","DBIO::ResultSource::RowParser","0.900002","Sub::Util","0.10","",""
"perl:5.38","vary-two","DBIO::ResultSource::RowParser","0.900002","Lingua::EN::Inflect::Phrase","0.20","namespace::clean","0.27"
"perl:5.38","vary-two","DBIO::ResultSource::RowParser","0.900002","Lingua::EN::Inflect::Phrase","0.01","namespace::clean","0.27"
"perl:5.38","vary-two","DBIO::ResultSource::RowParser","0.900002","Lingua::EN::Inflect::Phrase","0.20","namespace::clean","0.01"
"perl:5.38","vary-two","DBIO::ResultSource::RowParser","0.900002","Lingua::EN::Inflect::Phrase","0.01","namespace::clean","0.01"
"perl:5.38","vary-two","DBIO::ResultSource::RowParser","0.900002","Sub::Util","1.70","namespace::clean","0.27"
"perl:5.38","vary-two","DBIO::ResultSource::RowParser","0.900002","Sub::Util","0.10","namespace::clean","0.27"
"perl:5.38","vary-two","DBIO::ResultSource::RowParser","0.900002","Sub::Util","1.70","namespace::clean","0.01"
"perl:5.38","vary-two","DBIO::ResultSource::RowParser","0.900002","Sub::Util","0.10","namespace::clean","0.01"
"perl:5.38","vary-two","DBIO::ResultSource::RowParser","0.900002","Lingua::EN::Inflect::Phrase","0.20","Sub::Util","1.70"
"perl:5.38","vary-two","DBIO::ResultSource::RowParser","0.900002","Lingua::EN::Inflect::Phrase","0.20","Sub::Util","0.10"
"perl:5.38","vary-two","DBIO::ResultSource::RowParser","0.900002","Lingua::EN::Inflect::Phrase","0.01","Sub::Util","1.70"
"perl:5.38","vary-two","DBIO::ResultSource::RowParser","0.900002","Lingua::EN::Inflect::Phrase","0.01","Sub::Util","0.10"
"perl:5.38","baseline","Google::Api::Client::Types","0.02","","","",""
"perl:5.38","vary-one","Google::Api::Client::Types","0.02","Protobuf","0.10","",""
"perl:5.38","vary-one","Google::Api::Client::Types","0.02","Protobuf","0.001","",""
"perl:5.38","baseline","Moose::Exception::IncompatibleMetaclassOfSuperclass","2.4000","","","",""
"perl:5.38","vary-one","Moose::Exception::IncompatibleMetaclassOfSuperclass","2.4000","Dist::CheckConflicts","0.11","",""
"perl:5.38","vary-one","Moose::Exception::IncompatibleMetaclassOfSuperclass","2.4000","Dist::CheckConflicts","0.01","",""
"perl:5.38","vary-one","Moose::Exception::IncompatibleMetaclassOfSuperclass","2.4000","Module::Runtime::Conflicts","0.003","",""
"perl:5.38","vary-one","Moose::Exception::IncompatibleMetaclassOfSuperclass","2.4000","Module::Runtime::Conflicts","0.001","",""
"perl:5.38","vary-one","Moose::Exception::IncompatibleMetaclassOfSuperclass","2.4000","Params::Util","1.102","",""
"perl:5.38","vary-one","Moose::Exception::IncompatibleMetaclassOfSuperclass","2.4000","Params::Util","0.01","",""
"perl:5.38","vary-two","Moose::Exception::IncompatibleMetaclassOfSuperclass","2.4000","Dist::CheckConflicts","0.11","Module::Runtime::Conflicts","0.003"
"perl:5.38","vary-two","Moose::Exception::IncompatibleMetaclassOfSuperclass","2.4000","Dist::CheckConflicts","0.11","Module::Runtime::Conflicts","0.001"
"perl:5.38","vary-two","Moose::Exception::IncompatibleMetaclassOfSuperclass","2.4000","Dist::CheckConflicts","0.01","Module::Runtime::Conflicts","0.003"
"perl:5.38","vary-two","Moose::Exception::IncompatibleMetaclassOfSuperclass","2.4000","Dist::CheckConflicts","0.01","Module::Runtime::Conflicts","0.001"
"perl:5.38","vary-two","Moose::Exception::IncompatibleMetaclassOfSuperclass","2.4000","Dist::CheckConflicts","0.11","Params::Util","1.102"
"perl:5.38","vary-two","Moose::Exception::IncompatibleMetaclassOfSuperclass","2.4000","Dist::CheckConflicts","0.11","Params::Util","0.01"
"perl:5.38","vary-two","Moose::Exception::IncompatibleMetaclassOfSuperclass","2.4000","Dist::CheckConflicts","0.01","Params::Util","1.102"
"perl:5.38","vary-two","Moose::Exception::IncompatibleMetaclassOfSuperclass","2.4000","Dist::CheckConflicts","0.01","Params::Util","0.01"
"perl:5.38","vary-two","Moose::Exception::IncompatibleMetaclassOfSuperclass","2.4000","Module::Runtime::Conflicts","0.003","Params::Util","1.102"
"perl:5.38","vary-two","Moose::Exception::IncompatibleMetaclassOfSuperclass","2.4000","Module::Runtime::Conflicts","0.003","Params::Util","0.01"
"perl:5.38","vary-two","Moose::Exception::IncompatibleMetaclassOfSuperclass","2.4000","Module::Runtime::Conflicts","0.001","Params::Util","1.102"
"perl:5.38","vary-two","Moose::Exception::IncompatibleMetaclassOfSuperclass","2.4000","Module::Runtime::Conflicts","0.001","Params::Util","0.01"
"perl:5.38","baseline","Mail::Decency::ContentFilter::Razor","v0.1.6","","","",""
"perl:5.38","baseline","SemanticWeb::Schema::EventAttendanceModeEnumeration","v23.0.0","","","",""
"perl:5.38","vary-one","SemanticWeb::Schema::EventAttendanceModeEnumeration","v23.0.0","Moo","2.005005","",""
"perl:5.38","vary-one","SemanticWeb::Schema::EventAttendanceModeEnumeration","v23.0.0","Moo","0.009001","",""
"perl:5.38","vary-one","SemanticWeb::Schema::EventAttendanceModeEnumeration","v23.0.0","MooX::JSON_LD","v2.1.0","",""
"perl:5.38","vary-one","SemanticWeb::Schema::EventAttendanceModeEnumeration","v23.0.0","MooX::JSON_LD","v0.0.1","",""
"perl:5.38","vary-one","SemanticWeb::Schema::EventAttendanceModeEnumeration","v23.0.0","Types::Standard","2.010001","",""
"perl:5.38","vary-one","SemanticWeb::Schema::EventAttendanceModeEnumeration","v23.0.0","Types::Standard","0.001","",""
"perl:5.38","vary-two","SemanticWeb::Schema::EventAttendanceModeEnumeration","v23.0.0","Moo","2.005005","MooX::JSON_LD","v2.1.0"
"perl:5.38","vary-two","SemanticWeb::Schema::EventAttendanceModeEnumeration","v23.0.0","Moo","2.005005","MooX::JSON_LD","v0.0.1"
"perl:5.38","vary-two","SemanticWeb::Schema::EventAttendanceModeEnumeration","v23.0.0","Moo","0.009001","MooX::JSON_LD","v2.1.0"
"perl:5.38","vary-two","SemanticWeb::Schema::EventAttendanceModeEnumeration","v23.0.0","Moo","0.009001","MooX::JSON_LD","v0.0.1"
"perl:5.38","vary-two","SemanticWeb::Schema::EventAttendanceModeEnumeration","v23.0.0","Moo","2.005005","Types::Standard","2.010001"
"perl:5.38","vary-two","SemanticWeb::Schema::EventAttendanceModeEnumeration","v23.0.0","Moo","2.005005","Types::Standard","0.001"
"perl:5.38","vary-two","SemanticWeb::Schema::EventAttendanceModeEnumeration","v23.0.0","Moo","0.009001","Types::Standard","2.010001"
"perl:5.38","vary-two","SemanticWeb::Schema::EventAttendanceModeEnumeration","v23.0.0","Moo","0.009001","Types::Standard","0.001"
"perl:5.38","vary-two","SemanticWeb::Schema::EventAttendanceModeEnumeration","v23.0.0","MooX::JSON_LD","v2.1.0","Types::Standard","2.010001"
"perl:5.38","vary-two","SemanticWeb::Schema::EventAttendanceModeEnumeration","v23.0.0","MooX::JSON_LD","v2.1.0","Types::Standard","0.001"
"perl:5.38","vary-two","SemanticWeb::Schema::EventAttendanceModeEnumeration","v23.0.0","MooX::JSON_LD","v0.0.1","Types::Standard","2.010001"
"perl:5.38","vary-two","SemanticWeb::Schema::EventAttendanceModeEnumeration","v23.0.0","MooX::JSON_LD","v0.0.1","Types::Standard","0.001"
"perl:5.38","baseline","Test::DBUnit","0.20","","","",""
"perl:5.38","vary-one","Test::DBUnit","0.20","Sub::Uplevel","0.2800","",""
"perl:5.38","vary-one","Test::DBUnit","0.20","Sub::Uplevel","0.03","",""
"perl:5.38","vary-one","Test::DBUnit","0.20","Test::Builder","1.302222","",""
"perl:5.38","vary-one","Test::DBUnit","0.20","Test::Builder","0.01","",""
"perl:5.38","vary-one","Test::DBUnit","0.20","IO::File","1.55","",""
"perl:5.38","vary-one","Test::DBUnit","0.20","IO::File","1.07","",""
"perl:5.38","vary-two","Test::DBUnit","0.20","Sub::Uplevel","0.2800","Test::Builder","1.302222"
"perl:5.38","vary-two","Test::DBUnit","0.20","Sub::Uplevel","0.2800","Test::Builder","0.01"
"perl:5.38","vary-two","Test::DBUnit","0.20","Sub::Uplevel","0.03","Test::Builder","1.302222"
"perl:5.38","vary-two","Test::DBUnit","0.20","Sub::Uplevel","0.03","Test::Builder","0.01"
"perl:5.38","vary-two","Test::DBUnit","0.20","IO::File","1.55","Sub::Uplevel","0.2800"
"perl:5.38","vary-two","Test::DBUnit","0.20","IO::File","1.07","Sub::Uplevel","0.2800"
"perl:5.38","vary-two","Test::DBUnit","0.20","IO::File","1.55","Sub::Uplevel","0.03"
"perl:5.38","vary-two","Test::DBUnit","0.20","IO::File","1.07","Sub::Uplevel","0.03"
"perl:5.38","vary-two","Test::DBUnit","0.20","IO::File","1.55","Test::Builder","1.302222"
"perl:5.38","vary-two","Test::DBUnit","0.20","IO::File","1.07","Test::Builder","1.302222"
"perl:5.38","vary-two","Test::DBUnit","0.20","IO::File","1.55","Test::Builder","0.01"
"perl:5.38","vary-two","Test::DBUnit","0.20","IO::File","1.07","Test::Builder","0.01"
"perl:5.38","baseline","TripleStore::Driver::SQLResultSet","0.03","","","",""
"perl:5.38","baseline","Net::Gnip::Activity::Payload","0.3","","","",""
"perl:5.38","vary-one","Net::Gnip::Activity::Payload","0.3","XML::LibXML","2.0213","",""
"perl:5.38","vary-one","Net::Gnip::Activity::Payload","0.3","XML::LibXML","0.91","",""
"perl:5.38","vary-one","Net::Gnip::Activity::Payload","0.3","DateTime::Format::Strptime","1.80","",""
"perl:5.38","vary-one","Net::Gnip::Activity::Payload","0.3","DateTime::Format::Strptime","1.00","",""
"perl:5.38","vary-one","Net::Gnip::Activity::Payload","0.3","LWP::UserAgent","6.83","",""
"perl:5.38","vary-one","Net::Gnip::Activity::Payload","0.3","LWP::UserAgent","5","",""
"perl:5.38","vary-two","Net::Gnip::Activity::Payload","0.3","DateTime::Format::Strptime","1.80","XML::LibXML","2.0213"
"perl:5.38","vary-two","Net::Gnip::Activity::Payload","0.3","DateTime::Format::Strptime","1.00","XML::LibXML","2.0213"
"perl:5.38","vary-two","Net::Gnip::Activity::Payload","0.3","DateTime::Format::Strptime","1.80","XML::LibXML","0.91"
"perl:5.38","vary-two","Net::Gnip::Activity::Payload","0.3","DateTime::Format::Strptime","1.00","XML::LibXML","0.91"
"perl:5.38","vary-two","Net::Gnip::Activity::Payload","0.3","LWP::UserAgent","6.83","XML::LibXML","2.0213"
"perl:5.38","vary-two","Net::Gnip::Activity::Payload","0.3","LWP::UserAgent","5","XML::LibXML","2.0213"
