base,mode,module,version,dep_one,dep_one_version,dep_two,dep_two_version
perl:5.34,vary-one,Contract::Declare,v1.0.0,Chart::Plotly::Trace::Cone,0.042,,
perl:5.36,vary-one,Contract::Declare,v1.0.0,Chart::Plotly::Trace::Cone,0.042,,
perl:5.38,vary-one,Contract::Declare,v1.0.0,Chart::Plotly::Trace::Cone,0.042,,
perl:5.40,vary-one,Contract::Declare,v1.0.0,Chart::Plotly::Trace::Cone,0.042,,
perl:5.42,vary-one,Contract::Declare,v1.0.0,Chart::Plotly::Trace::Cone,0.042,,
perl:5.34,vary-one,Contract::Declare,v1.0.0,Data::Structure::Util,0.01,,
perl:5.36,vary-one,Contract::Declare,v1.0.0,Data::Structure::Util,0.01,,
perl:5.38,vary-one,Contract::Declare,v1.0.0,Data::Structure::Util,0.01,,
perl:5.40,vary-one,Contract::Declare,v1.0.0,Data::Structure::Util,0.01,,
perl:5.42,vary-one,Contract::Declare,v1.0.0,Data::Structure::Util,0.01,,
perl:5.34,vary-one,Contract::Declare,v1.0.0,Encode::IBM,0.01,,
perl:5.36,vary-one,Contract::Declare,v1.0.0,Encode::IBM,0.01,,
perl:5.38,vary-one,Contract::Declare,v1.0.0,Encode::IBM,0.01,,
perl:5.40,vary-one,Contract::Declare,v1.0.0,Encode::IBM,0.01,,
perl:5.42,vary-one,Contract::Declare,v1.0.0,Encode::IBM,0.01,,
perl:5.34,vary-one,Contract::Declare,v1.0.0,Geo::Coordinates::Converter::iArea,0.01,,
perl:5.36,vary-one,Contract::Declare,v1.0.0,Geo::Coordinates::Converter::iArea,0.01,,
perl:5.38,vary-one,Contract::Declare,v1.0.0,Geo::Coordinates::Converter::iArea,0.01,,
perl:5.40,vary-one,Contract::Declare,v1.0.0,Geo::Coordinates::Converter::iArea,0.01,,
perl:5.42,vary-one,Contract::Declare,v1.0.0,Geo::Coordinates::Converter::iArea,0.01,,
perl:5.34,vary-one,Contract::Declare,v1.0.0,Gtk2::Ex::ListModelConcat,1,,
perl:5.36,vary-one,Contract::Declare,v1.0.0,Gtk2::Ex::ListModelConcat,1,,
perl:5.38,vary-one,Contract::Declare,v1.0.0,Gtk2::Ex::ListModelConcat,1,,
perl:5.40,vary-one,Contract::Declare,v1.0.0,Gtk2::Ex::ListModelConcat,1,,
perl:5.42,vary-one,Contract::Declare,v1.0.0,Gtk2::Ex::ListModelConcat,1,,
perl:5.34,vary-one,Contract::Declare,v1.0.0,Gtk2::Ex::ListModelConcat,11,,
perl:5.36,vary-one,Contract::Declare,v1.0.0,Gtk2::Ex::ListModelConcat,11,,
perl:5.38,vary-one,Contract::Declare,v1.0.0,Gtk2::Ex::ListModelConcat,11,,
perl:5.40,vary-one,Contract::Declare,v1.0.0,Gtk2::Ex::ListModelConcat,11,,
perl:5.42,vary-one,Contract::Declare,v1.0.0,Gtk2::Ex::ListModelConcat,11,,
perl:5.34,vary-one,Contract::Declare,v1.0.0,Gtk2::Ex::MenuView,1,,
perl:5.36,vary-one,Contract::Declare,v1.0.0,Gtk2::Ex::MenuView,1,,
perl:5.38,vary-one,Contract::Declare,v1.0.0,Gtk2::Ex::MenuView,1,,
perl:5.40,vary-one,Contract::Declare,v1.0.0,Gtk2::Ex::MenuView,1,,
perl:5.42,vary-one,Contract::Declare,v1.0.0,Gtk2::Ex::MenuView,1,,
perl:5.34,vary-one,Contract::Declare,v1.0.0,Gtk2::Ex::MenuView,5,,
perl:5.36,vary-one,Contract::Declare,v1.0.0,Gtk2::Ex::MenuView,5,,
perl:5.38,vary-one,Contract::Declare,v1.0.0,Gtk2::Ex::MenuView,5,,
perl:5.40,vary-one,Contract::Declare,v1.0.0,Gtk2::Ex::MenuView,5,,
perl:5.42,vary-one,Contract::Declare,v1.0.0,Gtk2::Ex::MenuView,5,,
perl:5.34,vary-one,Contract::Declare,v1.0.0,Heap::Simple::XS,0.01,,
perl:5.36,vary-one,Contract::Declare,v1.0.0,Heap::Simple::XS,0.01,,
perl:5.38,vary-one,Contract::Declare,v1.0.0,Heap::Simple::XS,0.01,,
perl:5.40,vary-one,Contract::Declare,v1.0.0,Heap::Simple::XS,0.01,,
perl:5.42,vary-one,Contract::Declare,v1.0.0,Heap::Simple::XS,0.01,,
perl:5.34,vary-one,Contract::Declare,v1.0.0,Net::ADNS,0.03,,
perl:5.36,vary-one,Contract::Declare,v1.0.0,Net::ADNS,0.03,,
perl:5.38,vary-one,Contract::Declare,v1.0.0,Net::ADNS,0.03,,
perl:5.40,vary-one,Contract::Declare,v1.0.0,Net::ADNS,0.03,,
perl:5.42,vary-one,Contract::Declare,v1.0.0,Net::ADNS,0.03,,
perl:5.34,vary-one,Contract::Declare,v1.0.0,Object::Pad,0.01,,
perl:5.36,vary-one,Contract::Declare,v1.0.0,Object::Pad,0.01,,
perl:5.38,vary-one,Contract::Declare,v1.0.0,Object::Pad,0.01,,
perl:5.40,vary-one,Contract::Declare,v1.0.0,Object::Pad,0.01,,
perl:5.42,vary-one,Contract::Declare,v1.0.0,Object::Pad,0.01,,
perl:5.34,vary-one,Contract::Declare,v1.0.0,OpenGL::Sandbox::V1,0.042,,
perl:5.36,vary-one,Contract::Declare,v1.0.0,OpenGL::Sandbox::V1,0.042,,
perl:5.38,vary-one,Contract::Declare,v1.0.0,OpenGL::Sandbox::V1,0.042,,
perl:5.40,vary-one,Contract::Declare,v1.0.0,OpenGL::Sandbox::V1,0.042,,
perl:5.42,vary-one,Contract::Declare,v1.0.0,OpenGL::Sandbox::V1,0.042,,
