base,mode,module,version,dep_one,dep_one_version,dep_two,dep_two_version
perl:5.34,vary-one,Number::Phone::Lib,4.0011,Data::CompactReadonly,v0.1.1,,
perl:5.36,vary-one,Number::Phone::Lib,4.0011,Data::CompactReadonly,v0.1.1,,
perl:5.38,vary-one,Number::Phone::Lib,4.0011,Data::CompactReadonly,v0.1.1,,
perl:5.40,vary-one,Number::Phone::Lib,4.0011,Data::CompactReadonly,v0.1.1,,
perl:5.42,vary-one,Number::Phone::Lib,4.0011,Data::CompactReadonly,v0.1.1,,
perl:5.34,vary-one,Number::Phone::Lib,4.0011,Data::CompactReadonly,v0.0.1,,
perl:5.36,vary-one,Number::Phone::Lib,4.0011,Data::CompactReadonly,v0.0.1,,
perl:5.38,vary-one,Number::Phone::Lib,4.0011,Data::CompactReadonly,v0.0.1,,
perl:5.40,vary-one,Number::Phone::Lib,4.0011,Data::CompactReadonly,v0.0.1,,
perl:5.42,vary-one,Number::Phone::Lib,4.0011,Data::CompactReadonly,v0.0.1,,
perl:5.34,vary-one,Rinchi::Outlook::TaskRequestDeclineItem,0.02,Class::ISA,0.2,,
perl:5.36,vary-one,Rinchi::Outlook::TaskRequestDeclineItem,0.02,Class::ISA,0.2,,
perl:5.38,vary-one,Rinchi::Outlook::TaskRequestDeclineItem,0.02,Class::ISA,0.2,,
perl:5.40,vary-one,Rinchi::Outlook::TaskRequestDeclineItem,0.02,Class::ISA,0.2,,
perl:5.42,vary-one,Rinchi::Outlook::TaskRequestDeclineItem,0.02,Class::ISA,0.2,,
perl:5.34,vary-one,WWW::Scraper::ISBN::TWSrbook_Driver,0.01,WWW::Scraper::ISBN,0.18,,
perl:5.36,vary-one,WWW::Scraper::ISBN::TWSrbook_Driver,0.01,WWW::Scraper::ISBN,0.18,,
perl:5.38,vary-one,WWW::Scraper::ISBN::TWSrbook_Driver,0.01,WWW::Scraper::ISBN,0.18,,
perl:5.40,vary-one,WWW::Scraper::ISBN::TWSrbook_Driver,0.01,WWW::Scraper::ISBN,0.18,,
perl:5.42,vary-one,WWW::Scraper::ISBN::TWSrbook_Driver,0.01,WWW::Scraper::ISBN,0.18,,
perl:5.34,vary-one,DBIx::Class::Fixtures::Schema,1.001039,IO::All,0.1,,
perl:5.36,vary-one,DBIx::Class::Fixtures::Schema,1.001039,IO::All,0.1,,
perl:5.38,vary-one,DBIx::Class::Fixtures::Schema,1.001039,IO::All,0.1,,
perl:5.40,vary-one,DBIx::Class::Fixtures::Schema,1.001039,IO::All,0.1,,
perl:5.42,vary-one,DBIx::Class::Fixtures::Schema,1.001039,IO::All,0.1,,
perl:5.34,vary-one,Jifty::Web::Form::Field::Unrendered,1.5043,Cache::Memcached,v1.0.10,,
perl:5.36,vary-one,Jifty::Web::Form::Field::Unrendered,1.5043,Cache::Memcached,v1.0.10,,
perl:5.38,vary-one,Jifty::Web::Form::Field::Unrendered,1.5043,Cache::Memcached,v1.0.10,,
perl:5.40,vary-one,Jifty::Web::Form::Field::Unrendered,1.5043,Cache::Memcached,v1.0.10,,
perl:5.42,vary-one,Jifty::Web::Form::Field::Unrendered,1.5043,Cache::Memcached,v1.0.10,,
perl:5.34,vary-one,App::FargateStack::Builder::Autoscaling,v1.0.50,Log::Log4perl::Level,1.57,,
perl:5.36,vary-one,App::FargateStack::Builder::Autoscaling,v1.0.50,Log::Log4perl::Level,1.57,,
perl:5.38,vary-one,App::FargateStack::Builder::Autoscaling,v1.0.50,Log::Log4perl::Level,1.57,,
perl:5.40,vary-one,App::FargateStack::Builder::Autoscaling,v1.0.50,Log::Log4perl::Level,1.57,,
perl:5.42,vary-one,App::FargateStack::Builder::Autoscaling,v1.0.50,Log::Log4perl::Level,1.57,,
perl:5.34,vary-one,App::FargateStack::Builder::Autoscaling,v1.0.50,Log::Log4perl::Level,0.16,,
perl:5.36,vary-one,App::FargateStack::Builder::Autoscaling,v1.0.50,Log::Log4perl::Level,0.16,,
perl:5.38,vary-one,App::FargateStack::Builder::Autoscaling,v1.0.50,Log::Log4perl::Level,0.16,,
perl:5.40,vary-one,App::FargateStack::Builder::Autoscaling,v1.0.50,Log::Log4perl::Level,0.16,,
perl:5.42,vary-one,App::FargateStack::Builder::Autoscaling,v1.0.50,Log::Log4perl::Level,0.16,,
perl:5.34,vary-one,Pod::Elemental::Paragraph,0.103006,Mixin::Linewise::Readers,0.001,,
perl:5.36,vary-one,Pod::Elemental::Paragraph,0.103006,Mixin::Linewise::Readers,0.001,,
perl:5.38,vary-one,Pod::Elemental::Paragraph,0.103006,Mixin::Linewise::Readers,0.001,,
perl:5.40,vary-one,Pod::Elemental::Paragraph,0.103006,Mixin::Linewise::Readers,0.001,,
perl:5.42,vary-one,Pod::Elemental::Paragraph,0.103006,Mixin::Linewise::Readers,0.001,,
perl:5.34,vary-one,File::Find::Object::Rule::MMagic,v0.0.4,File::Find::Object::Rule,0.01,,
perl:5.36,vary-one,File::Find::Object::Rule::MMagic,v0.0.4,File::Find::Object::Rule,0.01,,
perl:5.38,vary-one,File::Find::Object::Rule::MMagic,v0.0.4,File::Find::Object::Rule,0.01,,
perl:5.40,vary-one,File::Find::Object::Rule::MMagic,v0.0.4,File::Find::Object::Rule,0.01,,
perl:5.42,vary-one,File::Find::Object::Rule::MMagic,v0.0.4,File::Find::Object::Rule,0.01,,
perl:5.34,vary-one,Spike::Config::Parse,2.0004,Plack::MIME,1.0054,,
perl:5.36,vary-one,Spike::Config::Parse,2.0004,Plack::MIME,1.0054,,
perl:5.38,vary-one,Spike::Config::Parse,2.0004,Plack::MIME,1.0054,,
perl:5.40,vary-one,Spike::Config::Parse,2.0004,Plack::MIME,1.0054,,
perl:5.42,vary-one,Spike::Config::Parse,2.0004,Plack::MIME,1.0054,,
perl:5.34,vary-one,Spike::Config::Parse,2.0004,Plack::MIME,0.9,,
perl:5.36,vary-one,Spike::Config::Parse,2.0004,Plack::MIME,0.9,,
perl:5.38,vary-one,Spike::Config::Parse,2.0004,Plack::MIME,0.9,,
perl:5.40,vary-one,Spike::Config::Parse,2.0004,Plack::MIME,0.9,,
perl:5.42,vary-one,Spike::Config::Parse,2.0004,Plack::MIME,0.9,,
