base,mode,module,version,dep_one,dep_one_version,dep_two,dep_two_version
perl:5.34,vary-one,Contract::Declare,v1.0.0,Digest::SHA1,0.01,,
perl:5.36,vary-one,Contract::Declare,v1.0.0,Digest::SHA1,0.01,,
perl:5.38,vary-one,Contract::Declare,v1.0.0,Digest::SHA1,0.01,,
perl:5.40,vary-one,Contract::Declare,v1.0.0,Digest::SHA1,0.01,,
perl:5.42,vary-one,Contract::Declare,v1.0.0,Digest::SHA1,0.01,,
perl:5.34,vary-one,Contract::Declare,v1.0.0,Encode::IBM,0.11,,
perl:5.36,vary-one,Contract::Declare,v1.0.0,Encode::IBM,0.11,,
perl:5.38,vary-one,Contract::Declare,v1.0.0,Encode::IBM,0.11,,
perl:5.40,vary-one,Contract::Declare,v1.0.0,Encode::IBM,0.11,,
perl:5.42,vary-one,Contract::Declare,v1.0.0,Encode::IBM,0.11,,
perl:5.34,vary-one,Contract::Declare,v1.0.0,Module::Starter::BuilderSet,1.82,,
perl:5.36,vary-one,Contract::Declare,v1.0.0,Module::Starter::BuilderSet,1.82,,
perl:5.38,vary-one,Contract::Declare,v1.0.0,Module::Starter::BuilderSet,1.82,,
perl:5.40,vary-one,Contract::Declare,v1.0.0,Module::Starter::BuilderSet,1.82,,
perl:5.42,vary-one,Contract::Declare,v1.0.0,Module::Starter::BuilderSet,1.82,,
perl:5.34,vary-one,Contract::Declare,v1.0.0,Padre::Wx::Directory::TreeCtrl,1.02,,
perl:5.36,vary-one,Contract::Declare,v1.0.0,Padre::Wx::Directory::TreeCtrl,1.02,,
perl:5.38,vary-one,Contract::Declare,v1.0.0,Padre::Wx::Directory::TreeCtrl,1.02,,
perl:5.40,vary-one,Contract::Declare,v1.0.0,Padre::Wx::Directory::TreeCtrl,1.02,,
perl:5.42,vary-one,Contract::Declare,v1.0.0,Padre::Wx::Directory::TreeCtrl,1.02,,
perl:5.34,vary-one,Contract::Declare,v1.0.0,Perl::Critic::Policy::Lax::ProhibitComplexMappings::LinesNotStatements,0.014,,
perl:5.36,vary-one,Contract::Declare,v1.0.0,Perl::Critic::Policy::Lax::ProhibitComplexMappings::LinesNotStatements,0.014,,
perl:5.38,vary-one,Contract::Declare,v1.0.0,Perl::Critic::Policy::Lax::ProhibitComplexMappings::LinesNotStatements,0.014,,
perl:5.40,vary-one,Contract::Declare,v1.0.0,Perl::Critic::Policy::Lax::ProhibitComplexMappings::LinesNotStatements,0.014,,
perl:5.42,vary-one,Contract::Declare,v1.0.0,Perl::Critic::Policy::Lax::ProhibitComplexMappings::LinesNotStatements,0.014,,
perl:5.34,vary-one,Contract::Declare,v1.0.0,Proc::ProcessTable,0.01,,
perl:5.36,vary-one,Contract::Declare,v1.0.0,Proc::ProcessTable,0.01,,
perl:5.38,vary-one,Contract::Declare,v1.0.0,Proc::ProcessTable,0.01,,
perl:5.40,vary-one,Contract::Declare,v1.0.0,Proc::ProcessTable,0.01,,
perl:5.42,vary-one,Contract::Declare,v1.0.0,Proc::ProcessTable,0.01,,
perl:5.34,vary-one,Contract::Declare,v1.0.0,Serengeti::Context,0.00,,
perl:5.36,vary-one,Contract::Declare,v1.0.0,Serengeti::Context,0.00,,
perl:5.38,vary-one,Contract::Declare,v1.0.0,Serengeti::Context,0.00,,
perl:5.40,vary-one,Contract::Declare,v1.0.0,Serengeti::Context,0.00,,
perl:5.42,vary-one,Contract::Declare,v1.0.0,Serengeti::Context,0.00,,
perl:5.34,vary-one,Contract::Declare,v1.0.0,Sub::Name,0.01,,
perl:5.36,vary-one,Contract::Declare,v1.0.0,Sub::Name,0.01,,
perl:5.38,vary-one,Contract::Declare,v1.0.0,Sub::Name,0.01,,
perl:5.40,vary-one,Contract::Declare,v1.0.0,Sub::Name,0.01,,
perl:5.42,vary-one,Contract::Declare,v1.0.0,Sub::Name,0.01,,
perl:5.34,vary-one,Contract::Declare,v1.0.0,Template::Alloy,1.001,,
perl:5.36,vary-one,Contract::Declare,v1.0.0,Template::Alloy,1.001,,
perl:5.38,vary-one,Contract::Declare,v1.0.0,Template::Alloy,1.001,,
perl:5.40,vary-one,Contract::Declare,v1.0.0,Template::Alloy,1.001,,
perl:5.42,vary-one,Contract::Declare,v1.0.0,Template::Alloy,1.001,,
perl:5.34,vary-one,Contract::Declare,v1.0.0,Tie::Array::Packed,0.01,,
perl:5.36,vary-one,Contract::Declare,v1.0.0,Tie::Array::Packed,0.01,,
perl:5.38,vary-one,Contract::Declare,v1.0.0,Tie::Array::Packed,0.01,,
perl:5.40,vary-one,Contract::Declare,v1.0.0,Tie::Array::Packed,0.01,,
perl:5.42,vary-one,Contract::Declare,v1.0.0,Tie::Array::Packed,0.01,,
perl:5.34,vary-one,Contract::Declare,v1.0.0,indirect,0.01,,
perl:5.36,vary-one,Contract::Declare,v1.0.0,indirect,0.01,,
perl:5.38,vary-one,Contract::Declare,v1.0.0,indirect,0.01,,
perl:5.40,vary-one,Contract::Declare,v1.0.0,indirect,0.01,,
perl:5.42,vary-one,Contract::Declare,v1.0.0,indirect,0.01,,
perl:5.34,vary-one,Contract::Declare,v1.0.0,Tk,804.036,,
perl:5.36,vary-one,Contract::Declare,v1.0.0,Tk,804.036,,
perl:5.38,vary-one,Contract::Declare,v1.0.0,Tk,804.036,,
perl:5.40,vary-one,Contract::Declare,v1.0.0,Tk,804.036,,
perl:5.42,vary-one,Contract::Declare,v1.0.0,Tk,804.036,,
