base,mode,module,version,dep_one,dep_one_version,dep_two,dep_two_version
perl:5.34,vary-one,Contract::Declare,v1.0.0,XML::Simple,1.00,,
perl:5.36,vary-one,Contract::Declare,v1.0.0,XML::Simple,1.00,,
perl:5.38,vary-one,Contract::Declare,v1.0.0,XML::Simple,1.00,,
perl:5.40,vary-one,Contract::Declare,v1.0.0,XML::Simple,1.00,,
perl:5.42,vary-one,Contract::Declare,v1.0.0,XML::Simple,1.00,,
perl:5.34,vary-one,Contract::Declare,v1.0.0,Encode,0.93,,
perl:5.36,vary-one,Contract::Declare,v1.0.0,Encode,0.93,,
perl:5.38,vary-one,Contract::Declare,v1.0.0,Encode,0.93,,
perl:5.40,vary-one,Contract::Declare,v1.0.0,Encode,0.93,,
perl:5.42,vary-one,Contract::Declare,v1.0.0,Encode,0.93,,
perl:5.34,vary-one,Contract::Declare,v1.0.0,String::CRC32,0.9,,
perl:5.36,vary-one,Contract::Declare,v1.0.0,String::CRC32,0.9,,
perl:5.38,vary-one,Contract::Declare,v1.0.0,String::CRC32,0.9,,
perl:5.40,vary-one,Contract::Declare,v1.0.0,String::CRC32,0.9,,
perl:5.42,vary-one,Contract::Declare,v1.0.0,String::CRC32,0.9,,
perl:5.34,vary-one,Contract::Declare,v1.0.0,MIME::Base64,2.00,,
perl:5.36,vary-one,Contract::Declare,v1.0.0,MIME::Base64,2.00,,
perl:5.38,vary-one,Contract::Declare,v1.0.0,MIME::Base64,2.00,,
perl:5.40,vary-one,Contract::Declare,v1.0.0,MIME::Base64,2.00,,
perl:5.42,vary-one,Contract::Declare,v1.0.0,MIME::Base64,2.00,,
perl:5.34,vary-one,Contract::Declare,v1.0.0,IO::Handle,1.07,,
perl:5.36,vary-one,Contract::Declare,v1.0.0,IO::Handle,1.07,,
perl:5.38,vary-one,Contract::Declare,v1.0.0,IO::Handle,1.07,,
perl:5.40,vary-one,Contract::Declare,v1.0.0,IO::Handle,1.07,,
perl:5.42,vary-one,Contract::Declare,v1.0.0,IO::Handle,1.07,,
perl:5.34,vary-one,Contract::Declare,v1.0.0,List::MoreUtils,0.04,,
perl:5.36,vary-one,Contract::Declare,v1.0.0,List::MoreUtils,0.04,,
perl:5.38,vary-one,Contract::Declare,v1.0.0,List::MoreUtils,0.04,,
perl:5.40,vary-one,Contract::Declare,v1.0.0,List::MoreUtils,0.04,,
perl:5.42,vary-one,Contract::Declare,v1.0.0,List::MoreUtils,0.04,,
perl:5.34,vary-one,Contract::Declare,v1.0.0,QuadPres::FS,v0.32.0,,
perl:5.36,vary-one,Contract::Declare,v1.0.0,QuadPres::FS,v0.32.0,,
perl:5.38,vary-one,Contract::Declare,v1.0.0,QuadPres::FS,v0.32.0,,
perl:5.40,vary-one,Contract::Declare,v1.0.0,QuadPres::FS,v0.32.0,,
perl:5.42,vary-one,Contract::Declare,v1.0.0,QuadPres::FS,v0.32.0,,
perl:5.34,vary-one,Contract::Declare,v1.0.0,Ref::Util,0.001,,
perl:5.36,vary-one,Contract::Declare,v1.0.0,Ref::Util,0.001,,
perl:5.38,vary-one,Contract::Declare,v1.0.0,Ref::Util,0.001,,
perl:5.40,vary-one,Contract::Declare,v1.0.0,Ref::Util,0.001,,
perl:5.42,vary-one,Contract::Declare,v1.0.0,Ref::Util,0.001,,
perl:5.34,vary-one,Contract::Declare,v1.0.0,Module::Pluggable,0.6,,
perl:5.36,vary-one,Contract::Declare,v1.0.0,Module::Pluggable,0.6,,
perl:5.38,vary-one,Contract::Declare,v1.0.0,Module::Pluggable,0.6,,
perl:5.40,vary-one,Contract::Declare,v1.0.0,Module::Pluggable,0.6,,
perl:5.42,vary-one,Contract::Declare,v1.0.0,Module::Pluggable,0.6,,
perl:5.34,vary-one,Contract::Declare,v1.0.0,Device::Chip::Adapter::FTDI,0.14,,
perl:5.36,vary-one,Contract::Declare,v1.0.0,Device::Chip::Adapter::FTDI,0.14,,
perl:5.38,vary-one,Contract::Declare,v1.0.0,Device::Chip::Adapter::FTDI,0.14,,
perl:5.40,vary-one,Contract::Declare,v1.0.0,Device::Chip::Adapter::FTDI,0.14,,
perl:5.42,vary-one,Contract::Declare,v1.0.0,Device::Chip::Adapter::FTDI,0.14,,
perl:5.34,vary-one,Contract::Declare,v1.0.0,Net::Libwebsockets,0.02,,
perl:5.36,vary-one,Contract::Declare,v1.0.0,Net::Libwebsockets,0.02,,
perl:5.38,vary-one,Contract::Declare,v1.0.0,Net::Libwebsockets,0.02,,
perl:5.40,vary-one,Contract::Declare,v1.0.0,Net::Libwebsockets,0.02,,
perl:5.42,vary-one,Contract::Declare,v1.0.0,Net::Libwebsockets,0.02,,
perl:5.34,vary-one,Contract::Declare,v1.0.0,Bit::Set::OO,0.13,,
perl:5.36,vary-one,Contract::Declare,v1.0.0,Bit::Set::OO,0.13,,
perl:5.38,vary-one,Contract::Declare,v1.0.0,Bit::Set::OO,0.13,,
perl:5.40,vary-one,Contract::Declare,v1.0.0,Bit::Set::OO,0.13,,
perl:5.42,vary-one,Contract::Declare,v1.0.0,Bit::Set::OO,0.13,,
